Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM (64x12),LSRAM (20K),Math (18x18),Chip Globals,PLL,DLL
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_308/Primitives,25,25,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_315/Primitives,0,152,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_317/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_318/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_319/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_320/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_321/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_322/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_323/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_324/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_325/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_326/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_327/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_328/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_329/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_330/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_331/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_332/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_333/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_334/Primitives,3,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_335/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_336/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_337/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_338/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_339/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_340/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/MSC_i_341/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_316/Primitives,4,63,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_342/Primitives,3,13,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_9/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/Primitives,202,402,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/Primitives,0,129,0,0,0,0,0,0,0,0,0,0
Primitives/Primitives,1,0,0,0,21,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/ddr_rw_arbiter_0/Primitives,42,32,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/ddr_rw_arbiter_0/v_wr_data_fifo/Primitives,66,67,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/ddr_rw_arbiter_0/v_wr_data_fifo/genblk18.fifo_corefifo_sync_scntr/Primitives,67,42,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/ddr_rw_arbiter_0/v_wr_data_fifo/genblk19.u_corefifo_fwft/Primitives,74,131,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/ddr_rw_arbiter_0/v_wr_data_fifo/genblk24.UI_ram_wrapper_1/L3_syncnonpipe/Primitives,64,66,72,72,0,0,0,2,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/ddr_rw_arbiter_0/v_wr_len_fifo/Primitives,10,11,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/ddr_rw_arbiter_0/v_wr_len_fifo/genblk18.fifo_corefifo_sync_scntr/Primitives,35,19,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/ddr_rw_arbiter_0/v_wr_len_fifo/genblk19.u_corefifo_fwft/Primitives,16,19,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/ddr_rw_arbiter_0/v_wr_len_fifo/genblk24.UI_ram_wrapper_1/L3_syncnonpipe/pf_ram_pf_ram_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/read_top_0/read_demux_1/Primitives,2,0,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/read_top_0/request_scheduler_0/Primitives,39,24,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/write_top_0/request_scheduler_0/Primitives,40,23,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/write_top_0/write_demux_0/Primitives,2,0,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_AXI4_ARBITER_PF_C0_0/DDR_AXI4_ARBITER_PF_C0_0/genblk1.DDR_AXI4_ARBITER_PF_0/write_top_0/write_mux_0/Primitives,0,41,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_Read_C0_0/DDR_Read_C0_0/genblk1.DDR_Read_Native_0/DDR_read_controller_0/Primitives,148,78,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_Read_C0_0/DDR_Read_C0_0/genblk1.DDR_Read_Native_0/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_Read_C0_0/DDR_Read_C0_0/genblk1.DDR_Read_Native_0/data_unpacker_0/Primitives,229,137,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_Read_C0_0/DDR_Read_C0_0/genblk1.DDR_Read_Native_0/video_fifo_r/Primitives,38,49,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_Read_C0_0/DDR_Read_C0_0/genblk1.DDR_Read_Native_0/video_fifo_r/ram2port_dr_inst/Primitives,0,0,72,72,0,0,0,2,0,0,0,0
top_ddr_write_read_0/DDR_WRITE_JPEG_0/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_WRITE_JPEG_0/data_packer_0/Primitives,9,70,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_WRITE_JPEG_0/ddr_write_controller_enc_0/Primitives,105,75,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_WRITE_JPEG_0/video_fifo_0/Primitives,100,117,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/DDR_WRITE_JPEG_0/video_fifo_0/ram2port_inst/Primitives,0,0,468,468,0,0,0,13,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_apb/Primitives,34,48,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_fsm/Primitives,254,164,0,0,0,0,0,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_fsm/un2_total_pixels_comb_mulonly_0[29:0]/Primitives,0,0,36,36,0,0,0,0,1,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Bram_Bram_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Bram_Bram_1_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Bram_Bram_2_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Bram_Bram_3_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Bram_Bram_4_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Bram_Bram_5_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Cram_Cram_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Cram_Cram_1_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Cram_Cram_2_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Cram_Cram_3_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Cram_Cram_4_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Cram_Cram_5_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Nram_Nram_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Nram_Nram_1_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Nram_Nram_2_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Nram_Nram_3_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Nram_Nram_4_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Nram_Nram_5_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/Primitives,4052,921,324,324,0,0,0,9,0,0,0,0
top_ddr_write_read_0/jpeg_top_1/u_jls/un56_0_muladd_0[8:0]/Primitives,0,0,36,36,0,0,0,0,1,0,0,0
